timestamp	tweet_id	set	ambiguous	notserious_unclear	focus	type	category	category2	main_category	about_suicide
Mon Oct 03 03:06:57 +0000 2016	782778942214184960	basefrequency	exaggeration	1	0	0	off-topic	NA	irrelevant	0
Tue Sep 18 16:12:34 +0000 2018	1042083973395042304	basefrequency	exaggeration	1	0	0	off-topic	NA	irrelevant	0
Thu Apr 30 14:43:39 +0000 2015	593787805848969216	basefrequency	exaggeration	1	0	0	off-topic	NA	irrelevant	0
Sat May 17 16:38:43 +0000 2014	467705787121299456	basefrequency	exaggeration	1	0	0	off-topic	NA	irrelevant	0
1/15/17 3:41 AM	820460926667227136	reliability_testing_set2	metaphor	1	0	0	off-topic	NA	irrelevant	0
2016-09-13 03:35:45	775508231934345216	reliability_testing_set2	metaphor	1	0	0	off-topic	NA	irrelevant	0
4/4/19 10:49 PM	1113906379511730176	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
6/16/17 4:24 AM	875539632749912064	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
9/3/14 2:10 AM	506957242772766720	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
4/7/13 12:44 AM	320668371580485632	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
2/11/17 10:42 PM	830532420306862080	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
12/7/18 8:06 PM	1071118732813062144	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
2019-07-13 04:20:05	1149866055533244416	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
10/29/16 2:47 AM	792166039907815424	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
6/22/16 10:34 PM	745716512116215808	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
3/2/14 11:13 PM	440248543740461056	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
2014-03-02 00:25:11	439904211707629568	reliability_testing_set2	metaphor	1	0	0	off-topic	NA	irrelevant	0
4/29/14 9:58 AM	461051942878195712	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
4/28/15 7:17 AM	592920526512730112	reliability_testing_set1	metaphor	1	0	0	off-topic	NA	irrelevant	0
1/18/18 7:17 AM	953874041143570432	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
7/26/13 2:28 PM	360768671678857216	intial_training_set_coded_on_CH	metaphor	0	0	0	off-topic	NA	irrelevant	0
2014-01-12 21:32:41	422466180058578944	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
7/2/13 11:27 PM	352176734629658624	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
1/6/15 9:26 PM	552561832259780608	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
5/7/17 6:37 PM	861258662819450880	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
10/7/13 10:44 AM	387136384214904832	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
2017-11-25 18:55:29	934480674429591552	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
12/15/09 11:54 AM	6693787910	intial_training_set_coded_on_CH	metaphor	0	0	0	off-topic	NA	irrelevant	0
8/31/16 2:43 PM	770995494327717888	intial_training_set_coded_on_CH	metaphor	0	0	0	off-topic	NA	irrelevant	0
7/30/14 4:07 PM	494484332761735168	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
4/28/13 5:42 AM	328353414025187328	reliability_testing_set1	metaphor	0	0	0	off-topic	NA	irrelevant	0
2013-07-25 00:56:42	360171713092259840	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
2017-07-05 06:10:04	882451486093037568	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
10/31/17 8:07 AM	925272980850118656	intial_training_set_coded_on_CH	metaphor	0	0	0	off-topic	NA	irrelevant	0
2013-07-08 08:33:44	354126133257707520	reliability_testing_set2	metaphor	1	0	0	off-topic	NA	irrelevant	0
5/4/14 8:53 PM	463028679183196160	reliability_testing_set2	metaphor	1	0	0	off-topic	NA	irrelevant	0
6/29/14 8:27 AM	483164814907572224	intial_training_set_coded_on_CH	metaphor	0	0	0	off-topic	NA	irrelevant	0
Sat Aug 22 21:50:22 +0000 2015	635207407854055424	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Dec 30 19:16:44 +0000 2018	1079456270246203392	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Feb 20 14:57:14 +0000 2020	1230506703529168896	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Jul 22 08:45:30 +0000 2017	888681394620293120	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Nov 11 00:58:48 +0000 2017	929151387023192064	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Tue Mar 31 23:42:45 +0000 2020	1245134466919436288	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Dec 18 20:29:31 +0000 2015	677948831380709376	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Sep 13 20:53:57 +0000 2013	378622603620933632	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Apr 13 22:19:35 +0000 2018	984919052438028288	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Dec 30 13:40:55 +0000 2018	1079371759948886016	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Jul 11 14:11:02 +0000 2014	487599952559099904	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Jan 02 17:57:58 +0000 2014	418803368664911872	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Aug 15 15:24:55 +0000 2013	368030550839537664	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Jun 12 06:24:36 +0000 2014	476973322509770752	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Mar 29 04:39:12 +0000 2019	1111487949550436352	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Tue Mar 20 00:39:51 +0000 2018	975894652430815232	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Jul 28 19:52:57 +0000 2019	1155566835237965824	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Jan 25 01:23:34 +0000 2018	956336709792423936	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Oct 24 03:31:08 +0000 2016	790395173335367680	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Apr 11 01:06:00 +0000 2018	983873769486811136	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Jun 02 06:20:16 +0000 2018	1002797023857262592	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Aug 14 23:31:39 +0000 2014	500062222224482304	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Jun 05 23:49:50 +0000 2014	474699650537385984	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Apr 08 22:17:57 +0000 2019	1115378272290914304	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Apr 07 01:35:08 +0000 2018	982431547394490368	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon May 02 21:25:36 +0000 2016	727247695207755776	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Apr 03 18:48:11 +0000 2015	584064870246584320	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Sep 17 14:39:23 +0000 2014	512249461423476736	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Nov 01 13:38:58 +0000 2019	1190261955904167936	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Dec 07 17:24:52 +0000 2017	938821625650098176	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Jun 12 12:57:38 +0000 2017	874249332811280384	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Nov 26 16:42:08 +0000 2016	802553031371825152	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Sep 25 01:05:48 +0000 2017	912120920499740672	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Jan 15 23:34:13 +0000 2020	1217590843462356992	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Dec 15 14:34:43 +0000 2014	544500806909976576	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Feb 09 05:30:48 +0000 2013	300114504132481024	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Oct 11 14:44:26 +0000 2013	388676469578166272	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun May 15 13:27:03 +0000 2016	731838306892189696	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Oct 18 02:18:02 +0000 2017	920474020520386560	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Jan 29 08:50:30 +0000 2016	692993206158499840	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Tue May 19 17:23:19 +0000 2015	600713356828385280	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed May 15 23:13:32 +0000 2013	334808799791706112	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Mar 12 00:58:44 +0000 2015	575823202745774080	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Apr 07 02:31:39 +0000 2016	717902631381798912	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Nov 04 23:30:42 +0000 2013	397506219708915712	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu May 01 18:56:29 +0000 2014	461942251669966848	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Jul 08 13:35:11 +0000 2013	354232195172405248	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Sep 16 20:06:20 +0000 2017	909146452588457984	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Jan 06 18:03:29 +0000 2018	949702978889494528	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Jun 05 00:09:17 +0000 2013	342070585276375040	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Jun 25 13:24:37 +0000 2014	481790063945461760	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun May 07 07:56:43 +0000 2017	861127640840908800	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun May 17 22:11:09 +0000 2015	600061015460605952	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Jan 14 15:30:48 +0000 2013	290843414579265536	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Tue Nov 15 03:24:44 +0000 2016	798366093500780544	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Nov 05 02:10:34 +0000 2017	926995121916198912	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Feb 24 20:45:29 +0000 2014	438052083519193088	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Apr 26 03:11:38 +0000 2013	327620962260488192	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Oct 15 18:59:53 +0000 2018	1051910549355855872	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Tue May 28 09:53:14 +0000 2019	1133310251120431104	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Aug 12 20:32:38 +0000 2015	631563967333150720	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Mar 16 19:58:45 +0000 2013	313016509020655616	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Jan 30 03:17:55 +0000 2014	428728754727583744	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Jun 25 03:47:16 +0000 2016	746550301365264384	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Jul 12 02:35:11 +0000 2013	355515654733963264	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Aug 16 17:33:56 +0000 2014	500696976263217152	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu May 31 02:41:36 +0000 2018	1002017221466607616	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Feb 02 04:23:58 +0000 2014	429832543018680320	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Oct 24 13:54:58 +0000 2019	1187366879561768960	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Sep 21 16:10:21 +0000 2015	645993477663162368	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Feb 17 18:44:26 +0000 2017	832662003273588736	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Jan 29 21:16:20 +0000 2016	693180902076235776	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Aug 18 20:44:46 +0000 2016	766375309373472768	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sat Mar 19 17:29:52 +0000 2016	711243303627395072	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Tue Apr 07 04:34:50 +0000 2020	1247382300758663168	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Mar 30 15:28:55 +0000 2020	1244647804770963456	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Sep 16 03:34:11 +0000 2019	1173439913372672000	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Oct 13 00:47:41 +0000 2013	389190669245243392	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Fri Aug 11 05:15:09 +0000 2017	895876216321748992	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Thu Apr 17 16:27:26 +0000 2014	456831312024719360	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Mar 28 23:23:28 +0000 2016	714593780498698240	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Sun Mar 13 02:20:52 +0000 2016	708840220238675968	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Mon Jan 23 09:16:40 +0000 2017	823459422026350592	basefrequency	metaphor	1	0	0	off-topic	NA	irrelevant	0
Wed Aug 09 03:20:21 +0000 2017	895122551470424064	basefrequency	metaphor	0	0	0	off-topic	NA	irrelevant	0
10/27/17 7:02 PM	923958188231102464	reliability_testing_set2	metaphor	0	0	0	off-topic	NA	irrelevant	0
4/27/16 8:13 AM	725206323462287360	reliability_testing_set2	suicidality1	0	0	0	off-topic	suicidality1	irrelevant	0
6/24/13 6:37 AM	349023510783467520	reliability_testing_set2	suicidality1	1	0	0	off-topic	suicidality1	irrelevant	0
2014-04-04 03:04:49	451888082040545280	reliability_testing_set2	suicidality1	1	0	0	off-topic	suicidality1	irrelevant	0
2016-10-15 07:22:44	787161765855363072	reliability_testing_set2	suicidality1	1	0	0	off-topic	suicidality1	irrelevant	0
2016-07-17 21:12:04	754755568070385664	reliability_testing_set2	unclearifserious	1	0	0	off-topic	NA	irrelevant	0
12/28/13 12:28 AM	416712094407729152	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
6/4/13 6:07 PM	341949317709459456	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2/13/15 3:50 PM	566247969796943872	reliability_testing_set1		1	1	0	off-topic	suicide_other	irrelevant	0
12/27/16 7:41 AM	813635988698214400	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
5/10/14 2:12 AM	464920882864214016	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
1/6/15 7:49 PM	552552574852005888	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2/17/17 8:45 PM	832692566764171264	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
12/4/14 7:28 PM	540573447450263552	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
5/17/15 9:02 AM	599832324952305664	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
10/23/11 7:08 AM	128004917347618816	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
5/18/18 3:32 PM	997500068138799104	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
9/19/14 6:07 AM	512815238802993152	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
9/17/18 2:34 AM	1041485439071399936	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2/10/16 11:48 AM	697371489264406528	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
1/27/13 6:00 AM	295395930679676928	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
4/12/13 3:27 AM	322521210808324096	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
5/6/15 10:33 AM	595868920235569152	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
4/19/14 6:33 AM	457376322470576128	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2/13/17 12:48 PM	831107788965306368	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2/9/17 5:27 AM	829547264427323392	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
10/30/16 6:20 AM	792596962465964032	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
10/19/17 10:35 PM	921112612129202176	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2014-09-26 15:28:57	515493226384723968	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
12/16/14 7:50 AM	544746418850643968	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
11/12/15 4:36 PM	664829094631227392	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
12/30/19 5:55 PM	1211707370474098688	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
7/7/14 4:09 AM	485968881157431296	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/11/13 11:44 PM	311261484229472256	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
12/27/18 9:28 PM	1078402334517014528	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
12/2/13 5:29 AM	407365943078051840	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
6/15/16 7:58 PM	743140568470000000	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2013-03-13 02:48:22	311654939405475840	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
1/6/16 1:47 PM	684732952803184640	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
5/7/18 8:16 PM	993555225834409984	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
4/8/18 9:52 PM	983069988566204416	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/24/14 7:23 AM	447982122725556224	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
10/8/13 12:48 PM	387560089718366208	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
12/3/13 12:19 AM	407650188497408000	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
9/30/17 9:58 PM	914218002194862080	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2014-09-15 00:17:15	511277523360284672	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
6/1/13 7:21 AM	340729823049703424	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
6/16/13 7:11 PM	346314023626764288	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
10/20/14 7:01 AM	524062912756072448	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
7/12/13 10:14 PM	355782199238344704	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2013-06-02 04:22:54	341017048274571264	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
12/18/17 5:07 AM	942607245598167040	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2013-07-25 12:48:14	360350774192115712	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2019-11-14 22:01:55	1195084468660449280	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
4/25/16 9:39 PM	724684224305991680	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
10/23/16 8:18 PM	790256021994213376	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
5/9/15 7:39 PM	597093464313049088	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
9/5/14 4:22 AM	507715433143619584	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2/6/14 10:37 PM	431542094004371456	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
7/18/14 1:47 AM	489919260051787776	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/26/13 5:10 AM	316401645527371776	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
9/5/19 2:40 AM	1169409980300242944	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/13/14 7:15 PM	444174954322333696	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
8/18/16 11:20 AM	766203115859156992	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
6/18/13 10:11 AM	346902987505008640	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
3/7/14 3:35 AM	441764005145612288	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
7/29/13 7:01 PM	361924392130838528	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2014-06-30 08:56:29	483504328968527872	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
4/25/14 8:02 PM	459754290341752832	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2013-06-26 15:05:31	349876077159657472	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
12/12/14 4:23 PM	543425992535314432	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2013-09-02 04:55:57	374365047046164480	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
4/19/13 11:21 AM	325207435398770688	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
12/21/13 3:48 PM	414407030997540864	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
5/30/16 5:22 AM	737122013156904960	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2016-08-09 04:48:40	762843008605691904	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
3/9/11 6:07 PM	45546152938049536	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
12/30/13 3:51 AM	417488024847798272	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2013-07-24 10:05:27	359947422425817088	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
11/17/13 6:25 PM	402125469795229696	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
8/2/17 4:18 PM	892781541004374016	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2018-03-05 04:01:39	970494522030477312	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2/9/15 4:17 PM	564805291506540544	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
4/2/20 3:29 PM	1245735015524323328	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
8/20/13 11:13 AM	369748951433359360	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2015-09-19 04:22:08	645060271946379264	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
6/3/18 2:18 AM	1003098499154628608	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
5/26/18 4:03 AM	1000195586598023168	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
10/3/16 8:05 AM	782823831027068928	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2/21/15 1:19 AM	568928054237491200	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
11/11/16 7:05 PM	797153230845317120	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
9/21/14 8:40 AM	513608736653737984	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2013-08-12 16:03:53	366922993814876160	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
6/17/15 9:06 PM	611248665001336832	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
5/5/14 3:19 PM	463307045631180800	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
2018-08-22 05:03:54	1032101023874211840	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
10/25/14 8:25 PM	526077059060097024	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
8/20/15 2:14 AM	634156459815600128	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/5/14 11:29 PM	441339792161128448	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
12/24/14 6:45 PM	547810187872964608	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
7/16/18 5:31 PM	1018880796596285440	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/7/13 11:21 PM	309790946013376512	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
11/30/18 6:06 PM	1068567046609342464	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2013-11-28 17:26:20	406096732930310144	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
4/3/13 6:10 PM	319481993194766336	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
4/6/18 2:14 AM	982048915167105024	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
1/13/15 9:03 PM	555107783876415488	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
6/21/16 7:30 AM	745126801144348672	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2017-02-17 02:52:40	832407385687760896	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
8/23/16 4:52 PM	768098642653741056	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
6/7/13 1:35 AM	342786898978304000	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
3/2/11 11:43 PM	43094195161935872	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2014-04-01 17:07:08	451012894470057984	reliability_testing_set2		1	0	0	off-topic	NA	irrelevant	0
1/7/19 2:36 PM	1082269654087815168	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
7/24/13 4:33 AM	359863910641311744	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
7/27/17 12:12 AM	890334011805118464	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
5/11/13 9:33 PM	333334024464510976	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
4/16/15 6:37 AM	588561807696076800	reliability_testing_set1		0	0	0	off-topic	NA	irrelevant	0
1/8/17 4:59 PM	818140164518187008	intial_training_set_coded_on_CH		0	0	0	off-topic	NA	irrelevant	0
2015-06-23 23:05:08	613452754644643840	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
1/25/20 10:13 PM	1221179196690485248	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
3/19/13 5:41 AM	313872904385331200	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
2018-03-07 00:14:16	971162074503172096	reliability_testing_set2		0	0	0	off-topic	NA	irrelevant	0
