id	notserious_unclear (1) includes suicide_other and off-topic	 0 serious	Focus 0: neither problem solution	1 problem	2 solution	 1=problem	Suicidality 1	Suicidality 3	Coping 1	Coping 3	bereaved neg	bereaved pos	werther	live saved	awareness	prevention	news suicidality	news coping	sui other	off topic	any other category?	text
1209198896083357699		x			x											x					person appears upset, but content is prevention still	
832798804583657472		x			x											x						
516684112195629057	x		x																	x		
332899537679171584		x		x					x													
347901367530188800		x		x											x							
1004064231870877700		x		x									x									
522032441469718528		x			x											x						
296641109839474688		x		x									x									
388475731124445185		x		x									x									
676777764029145088		x		x											x							
857596036872683520		x		x									x									
1152252357394214915	x			x															x		no other category to code this it seems	
949135535980740608		x		x			x															
1209281979251937280		x			x											x						
961235761688440833		x			x											x					seems to be some entityx loooking for donations�most liekly prevention, but might be seen as awareness alternatively	
608608515582758912		x		x									x									
726982516884819968	x		x																x			
1034553822293778432		x		x									x									
890563104727195648		x		x											x							
664507090350661633	x		x																	x	metaphoric use it seems	
1006650527587950592		x			x											x						
608349347575676929	x		x																	x	seems to be exaggeration	
344880856315330560		x		x									x								not a really close person it seems, otherwise would be berwaved negative	
646422309952225280		x			x											x						
829670611727294465		x			x											x						
303402976012296192		x		x									x									
408521617497538560		x		x			x														might be seen as coping, but still very much ongoing	
341023429597736960		x			x											x					this appears incomplete? It might be suicide other, but I guessed it was prevention	
1207068602836377601		x			x											x						
622113473506349056		x		x									x									
1084640645141225473		x			x				x													
1066488171981144065	x		x																x			
925018683952500736		x			x											x						
951657422032113669		x			x											x					as personmal experience, would be �suicide other�, but here the song is defintiely prevention ,therfore coded prevention	
938489256393302022		x		x											x							
377455234123309056		x			x											x						
319211769384013824		x			x				x													
377231212625932288		x			x											x						
854663993667051521		x		x									x									
475739694702288897	x		x																x		this is about a song , based on google, fiction	
383689434320740352		x		x				x														
1103301821504856065	x		x																x			
948585772378181634		x		x			x														not sure, might be joke but really no indication of that	
698937643619356672	x		x																	x	not sure, I thought this was a joke	
774292203116044288		x			x											x						
625512060378578944		x			x											x					focus is on prevention. There is also a bit of research	
1175436386121465862		x		x											x							
1194151853065326592		x			x											x						
1010965662313930752		x		x				x														
610206445624250371	x		x																	x	suspect this is a joke	
401546547412094976		x			x											x						
438836928490659840	x		x																	x		
512617736397008896	x		x																	x	suspect a joke, but might very well be suicidal 1	
580816508793839616	x		x																	x	suspect a joke	
956452812170366976		x			x											x						
1157382851773587456		x			x				x													
1222429112964349952		x			x				x													
1188772399589838848		x			x											x						
1172118690504019968		x		x											x							
1172599439929876480		x			x					x												
910367731249287169		x		x											x							
1179953759859822597		x			x											x						
1215363007494217728		x			x											x						
558824560963747840		x			x				x													
1208621694413201409		x			x											x						
459321768956538881		x		x											x							
575011372653756416		x			x											x					tweet is about awarenss but concudes with preventiona spects it seems	
880966264654581760		x		x									x									
1176463728256135170		x			x							x									tricky. Intuitively I felt prevention, but it is a specific case and more about the coping of abreaved.	
1167109610391523328		x		x			x														uff. Extreemely hard. I thought this person was inidrectly indicating she he might be suicidal. But maybe it is suicide other	
1121531060003778561		x		x											x							
731173498077499397		x			x											x						
384559698764398592		x		x									x									
372912286937411584		x		x				x														
494965657130516480		x		x															x		do not see any other category for this one, do you?	
967277182161694720	x		x																	x		
443924687446630401	x		x																x			
1116388533609095169		x			x				x													
1234513830375383045		x		x			x														says not suicidal but this is really not convincing.	
596085230018039808		x		x															x		not sure. Does not seem to be fun, but all else unclear, and even that is not certain	
1028066497409761280		x		x									x									
444485298236702720		x		x									x									
449003140180738048		x		x											x							
630418548234416128		x		x									x								tweet focus ios on suuicide rathe rthan bereaved. 	
982035489757777922		x			x				x												maybe suicidal one, but appears to be related to coping	
358083210393042944		x		x			x															
964294525714944000		x			x											x						
505564864514097152	x		x																	x	most likely a joke	
1055718982160957440		x			x				x													
967601711526436864		x		x									x									
680801182911102976		x		x			x														might be fun but thouight it was not fun	
962016128573648896		x		x									x									
825701106013573121		x		x			x															
1136270831708004353		x			x											x						
973052307469422592	x		x																	x	unclear, either joke or coping 1, I was more tending to joke	
692229585333817344		x			x											x					this campaign is really different from other campaigns in that it is pure awarensss, no prevention .but the tweet went for prevention ,so I coded this as prevention. 	
1207515386943590400		x			x											x					indirect suggestion for prevention, otherwise awareness, but still it is there	
476315959863836672	x		x																x		I think this is fictional	
608376468826144768		x		x									x									
871779929515450368		x			x											x						
917799147197095936		x			x				x													
1218299270274658305	x		0																	x		
1088247261254033410		x		x									x								this personal story is not directly about own suicidal ideation, but mentions a suicide. Therfore coded werther. But it might also be suicidal one�although, if it is about own suicidality, would have been in the past�but coping one seems also not the case. Anyway, my alternative to werther is copingm one.	
777559690049757184		x			x											x						
1126207252573110274	x		x																	x	exaggeration etc	
924959450770833409		x		x			x															
1005552474097319938		x		x			x															
1080196707898527745		x		x			x															
1157131887590219776		x			x				x												not sure at all with this. Buit seems like the person has coped by thaking that othe roption. Alternatively, off topic (joke). But not sufficiently clear here I think.	
850528653804883969		x		x									x								seems related to specific case	
636613819117125632		x		x				x														
1198780157785464833		x			x				x													
946621254471241728		x		x									x									
1237374581129850882		x			x											x						
547322799334129664		x		x			x															
761022405191962624		x		x			x															
470638224701157376		x		x															x		just too unclear to me to code elsewhere.	
883320184861274112		x			x				x													
694619376348237824		x		x															x		not really awarenss, neiter prevention. Theffore coded as other	
999301013076086786		x		x											x							
365482541324566529		x			x											x						
699803951043104769		x		x									x									
651221002458783744		x		x			x															
1211411719974793219		x			x				x												seems to be in the past	
471239835278389248		x			x											x						
924043816495124480		x		x									x									
912516888839823360		x			x											x						
885664810112778241		x		x			x														tricky�might also qualify as coping because he she is still alive. But as it is still ognoing I�d rather sy the definition would be sucidial one	
1116716116750082048		x		x			x															
350278963114946561		x			x											x						
701601202606198784		x		x			x															
1103197063255285760		x		x				x														
556805904394616832	x			x															x		this is about non-suicidal self injury, which should be a �other� category, or even off topic. But rather �other�, as it correlates with suicidal ideation, but is distinct.	
499274780487745537		x		x									x								well, they are not sure, but this still qualifies as werther.	
1142825837126967298		x		x			x															
1149309461082849284		x			x				x													
979156760626900992		x			x				x													
829507614425882624	x		x																	x		
582696465342050304		x			x											x						
968656197351018496		x		x											x						suicide other might be analternative coding here	
1034626190689091584		x		x									x									
1156625168065802242		x			x				x													
397706431673417728		x			x											x						
1046263939502419968		x			x				x													
1027953376401784832		x		x											x							
625481214116270080		x			x											x						
1006072044843397121		x		x									x									
748971108364279808		x			x											x						
858351665518268416	x			x															x		unclear, but appears to be about a problem and no joke, therefore coded as sui other	
1115506193240190976		x		x						x											tricky. Does not related to suicidality of own person but about someone else. For that other person it seems to be more about coping that suicidal three..but suicidal three might still apply	
1091945264196214784		x			x				x													
742689970670862336		x		x			x															
1143830338231312386		x			x				x												in the past, therefore coping	
996644913042378752		x		x			x															
1036836730924683266		x		x							x											
1000059020798021632		x		x											x						the part about suicide appears to be awareness	
864478403008892928		x		x											x							
860143082242748416		x			x											x						
768657197442097152		x		x											x						this is related to a substance that might be associated with suicide. Coded as awarenss, but might be suicide other	
446520640606986240	x			x																x	exaggeration I think	
1202388170744033282		x			x				x													
456646073553940483		x		x			x															
701233407666339841		x		x			x														not sure abouit the �would� but it is about own (hypothetical) sui ideation	
499333958149357569		x			x				x												suicidal one	
571419538161414144		x			x				x												trcky. But there is no indication tha tthis person is now again suicidal, so the suicide focus is abouit coping.	
1091727418304409600		x			x											x						
902883919065882627		x		x							x										might be bereaved positive, but tweet is only about pain	
625327306941186049		x		x									x									
857261573890383874		x			x											x						
894245914554114048	x			x															x		unclear, thereofre other	
961967803531218945		x			x											x						
429315032003125248	x		x																x			
307331042279313410		x		x									x									
509834540966502400		x			x											x						
287651138726158337		x		x											x							
509911297388191745	x			x			x														might be joke but no real indication of joking	
287253439967277056		x		x			x															
581531620232007680		x		x				x													unclear�is it a prevention effort? But the only thing that is clear is that someone else was suicidal.	
1034188950410285056		x			x											x					not sure because suicide is not part of the tweet. But assuming it is about suicide, coded as prevention	
799417035486797825	x		x																x		says no suicidal	
740005960161366016		x			x											x					warning signs are part of prevention, otherwise would be awareness	
795098999514660864		x			x				x													
1089773998462750720		x			x				x												suicidal one also an option, but tweet is about coping 	
1219330830859997185		x			x											x						
697688796922568704		x		x									x									
838419646801903617		x		x									x									
642123125732147202		x			x											x						
455902322938220545		x			x											x						
684551769519730688	x			x															x		does not qualify as prevention, in my opinion.	
994625816154734592		x		x			x															
672610625596424192		x		x			x															
1115841065062490112		x			x											x						
1125296849294782465		x			x				x												tricky. But still more related to coping � past suicidal ideation.	
650641921166209024		x		x									x									
890343355284115456		x			x											x					appears related to safe media portrayals?	
678205914164383744		x			x											x						
1102670445491286016		x		x											x							
407645422979526656		x		x													x				really tricky. But as prevention and awareness are trumped by personal stories id see this as suicidaliy other, although it might include bereaved as well. Otherwise maybe prevention?	
793861021731520512	x				x														x			
862466227440144385		x			x											x						
452607376634290177	x			x															x		unclear	
807803872773341184	x		x																x		not sure, but does not seem to satidfy any criterion other than it appears related to suicide	
532223551731163136		x		x											x							
385310600273747968		x			x				x													
519132699521736704		x		x									x									
769076601199927296		x		x			x														might also be coping one, but no indication from tweet	
692822954879684609	x		x																x			
1226930884953006082		x		x			x														might be awareness. But I read it as personal suicidal ideation, with a huge portrion of blaming	
762783093333880836		x			x							x										
1230995620048986112		x			x				x												appears to be in the past, otherwise would be suicial one	
1201716910099853312		x		x									x								specualtion about suicide case it seems	
330890169014173697		x		x											x							
455581934047866880		x			x				x												well, we do not know that thought but there is athought that pulls away which means coping	
1035309762835968000		x			x				x													
389613930932604928		x		x			x															
1133965451598471168	x			x															x		historic suicide 	
303889503922290688	x		x																	x	song line, so fictional�or off topic if sarcastic, but not really clear from text	
298502242644942848		x			x				x													
1007660196355870720		x			x											x						
829740196841263105		x			x											x						
342401804451078144		x		x													x					
1158975339776708608		x			x				x													
730389756123742210		x		x									x									
1004675195112738818		x			x				x													
368330262390005760		x		x									x									
896627460262985728		x		x											x							
304285559101214720		x		x									x									
508216327505317888		x		x											x						might include some prevention aspects but in the tweet that is not included	
296015650965573633	x			x											x						a bit unclear, maybe suicide other is an alternative	
324301057570258944		x			x											x						
1236769872748707843		x			x				x												appears to be past, thereofre coping otherwise suicidality one	
1041684281494515714		x			x											x						
1229873725400649729		x			x				x													
1074856339610849280		x			x							x										
997654145715892224		x		x									x								its a prevention effort but linked to a specific suicide therefore werther per definition	
1243016405756178434		x		x			x															
1184956295478239232		x			x				x												at the bounbdary to suicidal ideation one. But there seems to be some notion of coping as well.	
1039291970638819328		x			x											x						
1025899297265672192		x			x				x													
1139709231873974274		x		x									x									
1155931766785318912	x		x																	x		
1123070368221057029		x			x											x						
890997831988903936		x			x											x						
629099786638127104		x			x											x						
1146025502093795328		x		x									x									
1212226008973135872		x		x			x														it might be the past but not clear to me. If it is past, would code as coping one.	
1083896586306871297		x			x											x						
1049954850463735808		x			x											x						
1053359392320577536		x		x											x							
927095726521319424		x		x			x															
412835621527232513		x		x			x															
833874700874964992		x			x											x						
1007615314820063232		x			x											x					unclear but think it might be prevention. If not, would code as suicide other	
1171770851680804864		x		x									x									
